Id;Name; Latitude ; Longitude ;Height (m);Active; AirPreasureStation ;link
117430;Kuggören A; 61.70 ; 17.52 ;8.568;Ja; 9-117430-Kuggören_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/117430/period/corrected-archive/data.csv
62190;Kullen; 56.30 ; 12.45 ;72;Nej; 9-62190-Kullen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62190/period/corrected-archive/data.csv
85390;Kvarn Mo; 58.65 ; 15.43 ;71.9;Ja; 9-85390-Kvarn_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/85390/period/corrected-archive/data.csv
167980;Kvikkjokk-Årrenjarka; 66.89 ; 18.02 ;314;Nej; 9-167980-Kvikkjokk-Årrenjarka.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/167980/period/corrected-archive/data.csv
167990;Kvikkjokk-Årrenjarka A; 66.89 ; 18.02 ;314.692;Ja; 9-167990-Kvikkjokk-Årrenjarka_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/167990/period/corrected-archive/data.csv
83660;Kvänum; 58.32 ; 13.15 ;75;Nej; 9-83660-Kvänum.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/83660/period/corrected-archive/data.csv
85650;Kärnskogen; 58.85 ; 15.28 ;108;Nej; 9-85650-Kärnskogen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/85650/period/corrected-archive/data.csv
71140;Laesö Ost A; 57.18 ; 11.53 ;4;Nej; 9-71140-Laesö_Ost_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/71140/period/corrected-archive/data.csv
182930;Lainio; 67.76 ; 22.35 ;315;Ja; 9-182930-Lainio.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/182930/period/corrected-archive/data.csv
171790;Lakaträsk A; 66.28 ; 21.13 ;185.031;Ja; 9-171790-Lakaträsk_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/171790/period/corrected-archive/data.csv
87450;Landsort; 58.74 ; 17.87 ;13;Nej; 9-87450-Landsort.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/87450/period/corrected-archive/data.csv
