Id;Name; Latitude ; Longitude ;Height (m);Active; AirPreasureStation ;link
84620;Bällefors; 58.58 ; 14.12 ;90;No; 9-84620-Bällefors.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/84620/period/corrected-archive/data.csv
94390;Dayless A; 59.66 ; 14.18 ;133,077;Yes; 9-94390-Dayless_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/94390/period/corrected-archive/data.csv
73430;Dalsjöfors; 57.72 ; 13.12 ;257;No; 9-73430-Dalsjöfors.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/73430/period/corrected-archive/data.csv
107120;Dannemora; 60.20 ; 17.90 ;41;No; 9-107120-Dannemora.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/107120/period/corrected-archive/data.csv
116480;Delsbo; 61.79 ; 16.55 ;88;No; 9-116480-Delsbo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/116480/period/corrected-archive/data.csv
116490;Delsbo A; 61.83 ; 16.54 ;70,667;Yes; 9-116490-Delsbo_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/116490/period/corrected-archive/data.csv
105640;Domnarvet; 60.50 ; 15.45 ;128;No; 9-105640-Domnarvet.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/105640/period/corrected-archive/data.csv
96120;Dunker; 59.19 ; 16.91 ;32;No; 9-96120-Dunker.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/96120/period/corrected-archive/data.csv
132590;Edevik; 63.98 ; 12.87 ;425;Yes; 9-132590-Edevik.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/132590/period/corrected-archive/data.csv
115230;Edsbyn; 61.38 ; 15.84 ;161;No; 9-115230-Edsbyn.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/115230/period/corrected-archive/data.csv
115220;Edsbyn A; 61.36 ; 15.71 ;183,648;Yes; 9-115220-Edsbyn_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/115220/period/corrected-archive/data.csv
107440;Eggegrund; 60.73 ; 17.57 ;5;Nej; 9-107440-Eggegrund.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/107440/period/corrected-archive/data.csv
74380;Eksjö I 12; 57.67 ; 14.98 ;224;Nej; 9-74380-Eksjö_I_12.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/74380/period/corrected-archive/data.csv
97370;Enköping Mo; 59.65 ; 17.12 ;24.6;Ja; 9-97370-Enköping_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/97370/period/corrected-archive/data.csv
96190;Eskilstuna A; 59.38 ; 16.45 ;12.577;Ja; 9-96190-Eskilstuna_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/96190/period/corrected-archive/data.csv
181970;Esrange; 67.89 ; 21.07 ;330;Nej; 9-181970-Esrange.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/181970/period/corrected-archive/data.csv
52230;Falsterbo; 55.38 ; 12.82 ;1.541;Ja; 9-52230-Falsterbo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/52230/period/corrected-archive/data.csv
52240;Falsterbo A; 55.38 ; 12.82 ;1.575;Ja; 9-52240-Falsterbo_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/52240/period/corrected-archive/data.csv
105370;Falun; 60.62 ; 15.62 ;160;Nej; 9-105370-Falun.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/105370/period/corrected-archive/data.csv
162800;Farstugrunden Aut; 65.33 ; 22.75 ;1;Nej; 9-162800-Farstugrunden_Aut.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/162800/period/corrected-archive/data.csv
95320;Fellingsbro-Finnåker; 59.53 ; 15.59 ;51;Nej; 9-95320-Fellingsbro-Finnåker.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/95320/period/corrected-archive/data.csv
107140;Film A; 60.24 ; 17.90 ;33.381;Ja; 9-107140-Film_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/107140/period/corrected-archive/data.csv
107130;Films Kyrkby; 60.24 ; 17.91 ;39;Nej; 9-107130-Films_Kyrkby.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/107130/period/corrected-archive/data.csv
125020;Finneby; 62.04 ; 15.47 ;259;Nej; 9-125020-Finneby.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/125020/period/corrected-archive/data.csv
118610;Finngrundets Fyrskepp; 61.07 ; 18.68 ;5;Nej; 9-118610-Finngrundets_Fyrskepp.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/118610/period/corrected-archive/data.csv
85410;Finspång; 58.71 ; 15.82 ;41;Nej; 9-85410-Finspång.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/85410/period/corrected-archive/data.csv
122360;Fjällnäs; 62.58 ; 12.22 ;780;Nej; 9-122360-Fjällnäs.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/122360/period/corrected-archive/data.csv
96040;Floda A; 59.06 ; 16.39 ;31.337;Ja; 9-96040-Floda_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/96040/period/corrected-archive/data.csv
112510;Flötningen; 61.85 ; 12.27 ;670;Nej; 9-112510-Flötningen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/112510/period/corrected-archive/data.csv
106100;Folkärna; 60.17 ; 16.31 ;68;Nej; 9-106100-Folkärna.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/106100/period/corrected-archive/data.csv
148050;Fredrika; 64.08 ; 18.42 ;300;Nej; 9-148050-Fredrika.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/148050/period/corrected-archive/data.csv
126300;Fränsta 2; 62.52 ; 16.21 ;110;Nej; 9-126300-Fränsta_2.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/126300/period/corrected-archive/data.csv
134110;Frösön; 63.20 ; 14.49 ;376;Ja; 9-134110-Frösön.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/134110/period/corrected-archive/data.csv
151550;Furuögrund; 64.91 ; 21.23 ;10;Nej; 9-151550-Furuögrund.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/151550/period/corrected-archive/data.csv
84390;Fägre; 58.65 ; 14.13 ;95;Nej; 9-84390-Fägre.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/84390/period/corrected-archive/data.csv
160740;Fällfors; 65.13 ; 20.79 ;195;Nej; 9-160740-Fällfors.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/160740/period/corrected-archive/data.csv
160750;Fällfors Mo; 65.11 ; 20.77 ;195;Nej; 9-160750-Fällfors_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/160750/period/corrected-archive/data.csv
79580;Fårö; 57.90 ; 19.16 ;8;Nej; 9-79580-Fårö.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/79580/period/corrected-archive/data.csv
79520;Fårösund; 57.85 ; 19.01 ;27;Nej; 9-79520-Fårösund.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/79520/period/corrected-archive/data.csv
134460;Föllinge-Vägskälet; 63.76 ; 14.43 ;475;Nej; 9-134460-Föllinge-Vägskälet.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/134460/period/corrected-archive/data.csv
62550;Glommen; 56.93 ; 12.36 ;6;Nej; 9-62550-Glommen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62550/period/corrected-archive/data.csv
89240;Gotska Sandön; 58.39 ; 19.20 ;12;Nej; 9-89240-Gotska_Sandön.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/89240/period/corrected-archive/data.csv
89230;Gotska Sandön A; 58.39 ; 19.19 ;15.911;Ja; 9-89230-Gotska_Sandön_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/89230/period/corrected-archive/data.csv
108300;Grundkallen; 60.50 ; 18.87 ;23;Nej; 9-108300-Grundkallen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/108300/period/corrected-archive/data.csv
84610;Gränna; 58.03 ; 14.47 ;130;Nej; 9-84610-Gränna.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/84610/period/corrected-archive/data.csv
145130;Gubbhögen A; 64.22 ; 15.55 ;310.221;Ja; 9-145130-Gubbhögen_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/145130/period/corrected-archive/data.csv
147570;Gunnarn; 65.01 ; 17.71 ;280;Nej; 9-147570-Gunnarn.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/147570/period/corrected-archive/data.csv
147560;Gunnarn A; 65.01 ; 17.70 ;275.491;Ja; 9-147560-Gunnarn_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/147560/period/corrected-archive/data.csv
87360;Gustaf Dalen Aut; 58.59 ; 17.47 ;25;Nej; 9-87360-Gustaf_Dalen_Aut.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/87360/period/corrected-archive/data.csv
103090;Gustavsfors; 60.15 ; 13.80 ;190;Ja; 9-103090-Gustavsfors.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/103090/period/corrected-archive/data.csv
103100;Gustavsfors A; 60.15 ; 13.80 ;187.153;Ja; 9-103100-Gustavsfors_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/103100/period/corrected-archive/data.csv
144300;Gäddede; 64.50 ; 14.16 ;328;Nej; 9-144300-Gäddede.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/144300/period/corrected-archive/data.csv
144310;Gäddede A; 64.50 ; 14.22 ;553.025;Ja; 9-144310-Gäddede_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/144310/period/corrected-archive/data.csv
180760;Gällivare A; 67.14 ; 20.64 ;358.975;Ja; 9-180760-Gällivare_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/180760/period/corrected-archive/data.csv
180740;Gällivare Flygplats; 67.14 ; 20.81 ;312;Nej; 9-180740-Gällivare_Flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/180740/period/corrected-archive/data.csv
107400;Gävle; 60.65 ; 17.17 ;16;Nej; 9-107400-Gävle.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/107400/period/corrected-archive/data.csv
84520;Gårdsjö A; 58.88 ; 14.39 ;210.675;Ja; 9-84520-Gårdsjö_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/84520/period/corrected-archive/data.csv
71420;Göteborg A; 57.72 ; 11.99 ;3.038;Ja; 9-71420-Göteborg_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/71420/period/corrected-archive/data.csv
74180;Hagshult Mo; 57.29 ; 14.14 ;169.6;Ja; 9-74180-Hagshult_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/74180/period/corrected-archive/data.csv
135460;Hallhåxåsen A; 63.77 ; 15.33 ;375.391;Ja; 9-135460-Hallhåxåsen_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/135460/period/corrected-archive/data.csv
135440;Hallviken; 63.73 ; 15.50 ;337;Nej; 9-135440-Hallviken.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/135440/period/corrected-archive/data.csv
62400;Halmstad; 56.67 ; 12.92 ;10;Nej; 9-62400-Halmstad.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62400/period/corrected-archive/data.csv
62410;Halmstad flygplats; 56.68 ; 12.82 ;31;Ja; 9-62410-Halmstad_flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62410/period/corrected-archive/data.csv
62420;Halmstad flygplats; 56.67 ; 12.85 ;4;Nej; 9-62420-Halmstad_flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62420/period/corrected-archive/data.csv
114410;Hamra A; 61.66 ; 14.99 ;453.588;Ja; 9-114410-Hamra_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/114410/period/corrected-archive/data.csv
64020;Hanö; 56.01 ; 14.85 ;55;Nej; 9-64020-Hanö.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/64020/period/corrected-archive/data.csv
163950;Haparanda; 65.84 ; 24.11 ;5;Nej; 9-163950-Haparanda.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/163950/period/corrected-archive/data.csv
163960;Haparanda A; 65.82 ; 24.11 ;13.243;Ja; 9-163960-Haparanda_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/163960/period/corrected-archive/data.csv
161780;Haraholmen; 65.24 ; 21.63 ;4;Nej; 9-161780-Haraholmen.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/161780/period/corrected-archive/data.csv
87150;Harstena; 58.25 ; 17.01 ;5;Nej; 9-87150-Harstena.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/87150/period/corrected-archive/data.csv
87140;Harstena A; 58.25 ; 17.01 ;14;Ja; 9-87140-Harstena_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/87140/period/corrected-archive/data.csv
161650;Hednoret; 65.83 ; 21.55 ;27;Nej; 9-161650-Hednoret.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/161650/period/corrected-archive/data.csv
62030;Helsingborg; 56.04 ; 12.69 ;5;Nej; 9-62030-Helsingborg.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62030/period/corrected-archive/data.csv
62040;Helsingborg A; 56.03 ; 12.77 ;43;Ja; 9-62040-Helsingborg_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/62040/period/corrected-archive/data.csv
155940;Hemavan; 65.82 ; 15.09 ;482.03;Nej; 9-155940-Hemavan.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/155940/period/corrected-archive/data.csv
155970;Hemavan Flygplats; 65.81 ; 15.09 ;458;Ja; 9-155970-Hemavan_Flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/155970/period/corrected-archive/data.csv
138390;Hemling A; 63.65 ; 18.55 ;182.186;Ja; 9-138390-Hemling_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/138390/period/corrected-archive/data.csv
78250;Herrvik; 57.42 ; 18.92 ;5;Nej; 9-78250-Herrvik.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/78250/period/corrected-archive/data.csv
73230;Hestra; 57.39 ; 13.53 ;285;Nej; 9-73230-Hestra.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/73230/period/corrected-archive/data.csv
68550;Hoburg; 56.92 ; 18.15 ;38;Nej; 9-68550-Hoburg.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/68550/period/corrected-archive/data.csv
68560;Hoburg A; 56.92 ; 18.15 ;34.118;Ja; 9-68560-Hoburg_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/68560/period/corrected-archive/data.csv
140360;Holmögadd A; 63.59 ; 20.76 ;6;Nej; 9-140360-Holmögadd_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/140360/period/corrected-archive/data.csv
140460;Holmön A; 63.81 ; 20.86 ;6.535;Ja; 9-140460-Holmön_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/140460/period/corrected-archive/data.csv
75520;Horn A; 57.89 ; 15.86 ;89.822;Ja; 9-75520-Horn_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/75520/period/corrected-archive/data.csv
146050;Hoting A; 64.09 ; 16.24 ;241.55;Ja; 9-146050-Hoting_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/146050/period/corrected-archive/data.csv
75410;Hultsfred; 57.49 ; 15.85 ;109;Nej; 9-75410-Hultsfred.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/75410/period/corrected-archive/data.csv
125450;Hunge; 62.75 ; 15.10 ;342;Nej; 9-125450-Hunge.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/125450/period/corrected-archive/data.csv
98290;Husarö; 59.51 ; 18.84 ;10;Nej; 9-98290-Husarö.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/98290/period/corrected-archive/data.csv
88590;Huvudskär; 58.96 ; 18.57 ;5;Nej; 9-88590-Huvudskär.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/88590/period/corrected-archive/data.csv
89560;Huvudskär Ost A; 58.93 ; 19.18 ;4;Nej; 9-89560-Huvudskär_Ost_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/89560/period/corrected-archive/data.csv
149160;Hällnäs-Lund; 64.27 ; 19.63 ;181;Nej; 9-149160-Hällnäs-Lund.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/149160/period/corrected-archive/data.csv
83190;Hällum A; 58.32 ; 13.04 ;70.071;Ja; 9-83190-Hällum_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/83190/period/corrected-archive/data.csv
128370;Härnö; 62.62 ; 18.06 ;10;Nej; 9-128370-Härnö.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/128370/period/corrected-archive/data.csv
127380;Härnösand; 62.63 ; 17.95 ;8;Nej; 9-127380-Härnösand.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/127380/period/corrected-archive/data.csv
63160;Hästveda Mo; 56.28 ; 13.94 ;102.5;Ja; 9-63160-Hästveda_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/63160/period/corrected-archive/data.csv
91520;Hångstad; 59.86 ; 11.97 ;130;Nej; 9-91520-Hångstad.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/91520/period/corrected-archive/data.csv
145340;Högland; 64.57 ; 15.92 ;401;Nej; 9-145340-Högland.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/145340/period/corrected-archive/data.csv
83610;Högstena; 58.23 ; 13.72 ;211;Nej; 9-83610-Högstena.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/83610/period/corrected-archive/data.csv
53530;Hörby A; 55.86 ; 13.67 ;113.388;Nej; 9-53530-Hörby_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/53530/period/corrected-archive/data.csv
147270;Idvattnet; 64.45 ; 17.08 ;352;Nej; 9-147270-Idvattnet.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/147270/period/corrected-archive/data.csv
169880;Jokkmokk; 66.63 ; 19.64 ;260;Nej; 9-169880-Jokkmokk.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/169880/period/corrected-archive/data.csv
170860;Jokkmokk Flygplats Mo; 66.49 ; 20.14 ;275.4;Ja; 9-170860-Jokkmokk_Flygplats_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/170860/period/corrected-archive/data.csv
136420;Junsele; 63.68 ; 16.95 ;215;Nej; 9-136420-Junsele.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/136420/period/corrected-archive/data.csv
136410;Junsele A; 63.68 ; 16.95 ;218.766;Ja; 9-136410-Junsele_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/136410/period/corrected-archive/data.csv
139260;Järnäsklubb A; 63.44 ; 19.67 ;5.928;Ja; 9-139260-Järnäsklubb_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/139260/period/corrected-archive/data.csv
74470;Jönköping; 57.77 ; 14.18 ;98;Nej; 9-74470-Jönköping.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/74470/period/corrected-archive/data.csv
74460;Jönköpings flygplats; 57.75 ; 14.07 ;226;Ja; 9-74460-Jönköpings_flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/74460/period/corrected-archive/data.csv
74450;Jönköpings gamla flygplats; 57.75 ; 14.17 ;98;Nej; 9-74450-Jönköpings_gamla_flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/74450/period/corrected-archive/data.csv
163940;Kalix; 65.85 ; 23.20 ;6;Nej; 9-163940-Kalix.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/163940/period/corrected-archive/data.csv
66430;Kalmar; 56.73 ; 16.29 ;15;Nej; 9-66430-Kalmar.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/66430/period/corrected-archive/data.csv
66420;Kalmar flygplats; 56.68 ; 16.29 ;6;Ja; 9-66420-Kalmar_flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/66420/period/corrected-archive/data.csv
168910;Karats; 66.69 ; 18.81 ;414;Nej; 9-168910-Karats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/168910/period/corrected-archive/data.csv
192830;Karesuando; 68.44 ; 22.45 ;330;Nej; 9-192830-Karesuando.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/192830/period/corrected-archive/data.csv
192840;Karesuando A; 68.44 ; 22.44 ;329.68;Ja; 9-192840-Karesuando_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/192840/period/corrected-archive/data.csv
84310;Karlsborg Mo; 58.51 ; 14.51 ;94.5;Ja; 9-84310-Karlsborg_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/84310/period/corrected-archive/data.csv
65090;Karlskrona-Söderstjerna Mo; 56.15 ; 15.59 ;2.4;Ja; 9-65090-Karlskrona-Söderstjerna_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/65090/period/corrected-archive/data.csv
93220;Karlstad Flygplats; 59.44 ; 13.34 ;107;Ja; 9-93220-Karlstad_Flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/93220/period/corrected-archive/data.csv
188820;Katterjåkk; 68.42 ; 18.17 ;513.911;Ja; 9-188820-Katterjåkk.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/188820/period/corrected-archive/data.csv
188850;Katterjåkk A; 68.42 ; 18.17 ;514.248;Ja; 9-188850-Katterjåkk_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/188850/period/corrected-archive/data.csv
106160;Kerstinbo A; 60.27 ; 16.97 ;55.695;Ja; 9-106160-Kerstinbo_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/106160/period/corrected-archive/data.csv
85460;Kettstaka A; 58.72 ; 15.03 ;224.876;Ja; 9-85460-Kettstaka_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/85460/period/corrected-archive/data.csv
94190;Kilsbergen-Suttarboda A; 59.30 ; 14.90 ;218.353;Ja; 9-94190-Kilsbergen-Suttarboda_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/94190/period/corrected-archive/data.csv
180960;Kiruna; 67.85 ; 20.23 ;505;Nej; 9-180960-Kiruna.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/180960/period/corrected-archive/data.csv
180940;Kiruna Flygplats; 67.83 ; 20.34 ;459;Ja; 9-180940-Kiruna_Flygplats.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/180940/period/corrected-archive/data.csv
154720;Klimpfjäll; 65.06 ; 14.79 ;594;Nej; 9-154720-Klimpfjäll.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/154720/period/corrected-archive/data.csv
95540;Kloten A; 59.87 ; 15.25 ;283.21;Ja; 9-95540-Kloten_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/95540/period/corrected-archive/data.csv
150640;Klutmark; 64.75 ; 20.63 ;80;Nej; 9-150640-Klutmark.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/150640/period/corrected-archive/data.csv
124320;Klövsjö; 62.53 ; 14.20 ;549;Nej; 9-124320-Klövsjö.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/124320/period/corrected-archive/data.csv
124300;Klövsjöhöjden A; 62.50 ; 14.15 ;802.503;Ja; 9-124300-Klövsjöhöjden_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/124300/period/corrected-archive/data.csv
86420;Kolmården-Strömsfors A; 58.69 ; 16.31 ;153.613;Ja; 9-86420-Kolmården-Strömsfors_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/86420/period/corrected-archive/data.csv
182720;Kompelusvaara; 67.09 ; 22.22 ;263;Nej; 9-182720-Kompelusvaara.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/182720/period/corrected-archive/data.csv
173960;Korpilombolo M; 66.85 ; 23.06 ;178;Nej; 9-173960-Korpilombolo_M.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/173960/period/corrected-archive/data.csv
133500;Korsvattnet A; 63.84 ; 13.50 ;716.605;Ja; 9-133500-Korsvattnet_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/133500/period/corrected-archive/data.csv
65510;Kosta Mo; 56.84 ; 15.47 ;230;Ja; 9-65510-Kosta_Mo.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/65510/period/corrected-archive/data.csv
137040;Kramfors-Gistgårdsön; 63.05 ; 17.77 ;5;Nej; 9-137040-Kramfors-Gistgårdsön.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/137040/period/corrected-archive/data.csv
64030;Kristianstad; 56.03 ; 14.18 ;3;Nej; 9-64030-Kristianstad.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/64030/period/corrected-archive/data.csv
54550;Kristianstad Everöd; 55.92 ; 14.08 ;17;Nej; 9-54550-Kristianstad_Everöd.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/54550/period/corrected-archive/data.csv
136090;Krångede A; 63.15 ; 16.17 ;183.123;Ja; 9-136090-Krångede_A.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/9/station/136090/period/corrected-archive/data.csv
