Id;Name; Latitude ; Longitude ;Height (m);Active;PrecipStation;PrecipLink
114410;Hamra A;61.66;14.99;453.588;Ja;5-114410-Hamra_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/114410/period/corrected-archive/data.csv
124290;Handsjön D;62.48;14.8;291.343;Ja;5-124290-Handsjön_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/124290/period/corrected-archive/data.csv
64020;Hanö A;56.01;14.85;58.622;Ja;5-64020-Hanö_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/64020/period/corrected-archive/data.csv
163960;Haparanda A;65.82;24.11;13.243;Ja;5-163960-Haparanda_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/163960/period/corrected-archive/data.csv
163950;Haparanda D;65.86;24.11;9.1;Ja;5-163950-Haparanda_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/163950/period/corrected-archive/data.csv
170670;Harads D;66.08;20.96;52.357;Ja;5-170670-Harads_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/170670/period/corrected-archive/data.csv
161780;Haraholmen;65.24;21.63;4;Nej;5-161780-Haraholmen.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/161780/period/corrected-archive/data.csv
160610;Haraliden;65.45;20.1;450;Nej;5-160610-Haraliden.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/160610/period/corrected-archive/data.csv
107080;Harbo;60.14;17.24;40;Nej;5-107080-Harbo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/107080/period/corrected-archive/data.csv
108600;Harg;60.18;18.4;15;Nej;5-108600-Harg.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/108600/period/corrected-archive/data.csv
149010;Harrsele;64.02;19.57;115;Nej;5-149010-Harrsele.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/149010/period/corrected-archive/data.csv
180710;Harrträsk;67.03;20.7;410;Nej;5-180710-Harrträsk.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/180710/period/corrected-archive/data.csv
87150;Harstena;58.25;17.01;5;Nej;5-87150-Harstena.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/87150/period/corrected-archive/data.csv
87140;Harstena A;58.25;17.01;14;Ja;5-87140-Harstena_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/87140/period/corrected-archive/data.csv
115710;Hasberget;61.43;14.85;480;Nej;5-115710-Hasberget.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/115710/period/corrected-archive/data.csv
126070;Hassela D;62.1;16.78;150;Nej;5-126070-Hassela_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/126070/period/corrected-archive/data.csv
94710;Hasselfors;59.1;14.65;75;Nej;5-94710-Hasselfors.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/94710/period/corrected-archive/data.csv
62080;Hasslarp;56.13;12.82;10;Nej;5-62080-Hasslarp.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62080/period/corrected-archive/data.csv
138360;Hattsjöbäcken D;63.59;18.95;170;Ja;5-138360-Hattsjöbäcken_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/138360/period/corrected-archive/data.csv
78510;Hau träsk;57.89;18.99;5;Nej;5-78510-Hau_träsk.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/78510/period/corrected-archive/data.csv
63480;Havraryd D;56.79;13.14;185;Nej;5-63480-Havraryd_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/63480/period/corrected-archive/data.csv
158830;Hedberg;65.43;18.81;440;Nej;5-158830-Hedberg.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/158830/period/corrected-archive/data.csv
123250;Hede;62.41;13.52;430;Nej;5-123250-Hede.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/123250/period/corrected-archive/data.csv
105160;Hedemora;60.28;15.99;115;Nej;5-105160-Hedemora.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/105160/period/corrected-archive/data.csv
81310;Heden;58.52;11.52;48.841;Ja;5-81310-Heden.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81310/period/corrected-archive/data.csv
74410;Hedenstorp;57.77;14.11;210;Nej;5-74410-Hedenstorp.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/74410/period/corrected-archive/data.csv
107230;Hedesunda;60.41;17.02;65;Ja;5-107230-Hedesunda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/107230/period/corrected-archive/data.csv
123340;Hedeviken;62.41;13.67;410;Ja;5-123340-Hedeviken.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/123340/period/corrected-archive/data.csv
161650;Hednoret;65.83;21.55;27;Nej;5-161650-Hednoret.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/161650/period/corrected-archive/data.csv
78420;Hejnum;57.7;18.63;53.422;Ja;5-78420-Hejnum.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/78420/period/corrected-archive/data.csv
76570;Hellerö;57.95;16.65;11.329;Ja;5-76570-Hellerö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/76570/period/corrected-archive/data.csv
62030;Helsingborg;56.04;12.69;5;Nej;5-62030-Helsingborg.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62030/period/corrected-archive/data.csv
62020;Helsingborg 2;56.04;12.75;46.027;Nej;5-62020-Helsingborg_2.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62020/period/corrected-archive/data.csv
62040;Helsingborg A;56.03;12.77;43;Ja;5-62040-Helsingborg_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62040/period/corrected-archive/data.csv
138400;Hemling;63.66;18.53;190;Nej;5-138400-Hemling.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/138400/period/corrected-archive/data.csv
138390;Hemling A;63.65;18.55;182.186;Ja;5-138390-Hemling_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/138390/period/corrected-archive/data.csv
78140;Hemse;57.24;18.38;22.072;Ja;5-78140-Hemse.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/78140/period/corrected-archive/data.csv
64210;Hemsjö;56.32;14.71;80;Nej;5-64210-Hemsjö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/64210/period/corrected-archive/data.csv
125030;Hennan D;62.03;15.91;215;Ja;5-125030-Hennan_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/125030/period/corrected-archive/data.csv
81140;Henån;58.23;11.68;10.61;Ja;5-81140-Henån.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81140/period/corrected-archive/data.csv
85210;Herrberga;58.39;15.22;90;Nej;5-85210-Herrberga.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/85210/period/corrected-archive/data.csv
83060;Herrljunga D;58.09;13.05;116;Ja;5-83060-Herrljunga_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/83060/period/corrected-archive/data.csv
78250;Herrvik D;57.42;18.91;13;Nej;5-78250-Herrvik_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/78250/period/corrected-archive/data.csv
65560;Herråkra;56.93;15.17;235;Nej;5-65560-Herråkra.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/65560/period/corrected-archive/data.csv
96080;Herrökna;59.12;16.97;25;Nej;5-96080-Herrökna.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/96080/period/corrected-archive/data.csv
73230;Hestra D;57.47;13.63;220;Ja;5-73230-Hestra_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/73230/period/corrected-archive/data.csv
73220;Hid D;57.37;13.05;140;Ja;5-73220-Hid_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/73220/period/corrected-archive/data.csv
106610;Hillersbo;60.07;16.58;65;Nej;5-106610-Hillersbo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/106610/period/corrected-archive/data.csv
105390;Hillersboda;60.71;15.94;135;Ja;5-105390-Hillersboda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/105390/period/corrected-archive/data.csv
52560;Hilleshög;55.93;12.85;60;Nej;5-52560-Hilleshög.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/52560/period/corrected-archive/data.csv
145090;Hillsand;64.11;15.31;320.903;Ja;5-145090-Hillsand.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/145090/period/corrected-archive/data.csv
72440;Hindås;57.71;12.44;135;Nej;5-72440-Hindås.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72440/period/corrected-archive/data.csv
65580;Hinshult;56.97;15.87;141.883;Ja;5-65580-Hinshult.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/65580/period/corrected-archive/data.csv
134200;Hissmofors;63.33;14.47;285;Nej;5-134200-Hissmofors.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/134200/period/corrected-archive/data.csv
84180;Hjo;58.32;14.33;90;Ja;5-84180-Hjo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/84180/period/corrected-archive/data.csv
76370;Hjorted;57.62;16.31;70;Nej;5-76370-Hjorted.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/76370/period/corrected-archive/data.csv
85540;Hjortkvarn D;58.93;15.45;82.761;Ja;5-85540-Hjortkvarn_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/85540/period/corrected-archive/data.csv
97640;Hjulsta;59.55;17.02;10;Nej;5-97640-Hjulsta.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/97640/period/corrected-archive/data.csv
83350;Hjälmsäter;58.58;13.34;80;Nej;5-83350-Hjälmsäter.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/83350/period/corrected-archive/data.csv
97470;Hjälsta by;59.69;17.39;10;Nej;5-97470-Hjälsta_by.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/97470/period/corrected-archive/data.csv
137120;Hjälta kraftverk;63.18;17.1;95;Nej;5-137120-Hjälta_kraftverk.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/137120/period/corrected-archive/data.csv
75370;Hjältevad;57.63;15.34;170;Nej;5-75370-Hjältevad.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/75370/period/corrected-archive/data.csv
62200;Hjärnarp;56.32;12.92;40;Nej;5-62200-Hjärnarp.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62200/period/corrected-archive/data.csv
132660;Hoberg;63.85;12.98;420;Nej;5-132660-Hoberg.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/132660/period/corrected-archive/data.csv
68560;Hoburg A;56.92;18.15;34.118;Ja;5-68560-Hoburg_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/68560/period/corrected-archive/data.csv
68550;Hoburg D;56.92;18.15;37.553;Ja;5-68550-Hoburg_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/68550/period/corrected-archive/data.csv
65150;Hoby;56.22;15.1;20;Nej;5-65150-Hoby.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/65150/period/corrected-archive/data.csv
106330;Hofors;60.54;16.29;140;Ja;5-106330-Hofors.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/106330/period/corrected-archive/data.csv
86200;Holma;58.33;16.82;5;Nej;5-86200-Holma.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/86200/period/corrected-archive/data.csv
86120;Holmbo D;58.19;16.36;40.428;Ja;5-86120-Holmbo_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/86120/period/corrected-archive/data.csv
150460;Holmfors D;64.79;20.52;150;Ja;5-150460-Holmfors_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/150460/period/corrected-archive/data.csv
108620;Holmsberg;60.02;18.33;50;Nej;5-108620-Holmsberg.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/108620/period/corrected-archive/data.csv
140360;Holmögadd A;63.59;20.76;6;Nej;5-140360-Holmögadd_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/140360/period/corrected-archive/data.csv
140460;Holmön A;63.81;20.86;6.535;Ja;5-140460-Holmön_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/140460/period/corrected-archive/data.csv
140470;Holmön D;63.79;20.86;15;Ja;5-140470-Holmön_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/140470/period/corrected-archive/data.csv
161980;Holsvattnet;65.97;21.6;37;Nej;5-161980-Holsvattnet.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/161980/period/corrected-archive/data.csv
74020;Horda;57.03;14.29;190;Nej;5-74020-Horda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/74020/period/corrected-archive/data.csv
75520;Horn A;57.89;15.86;89.822;Ja;5-75520-Horn_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/75520/period/corrected-archive/data.csv
94400;Hornkullen;59.65;14.28;260;Nej;5-94400-Hornkullen.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/94400/period/corrected-archive/data.csv
72350;Horred;57.38;12.45;70.241;Ja;5-72350-Horred.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72350/period/corrected-archive/data.csv
113190;Horrmund;61.31;13.16;440;Nej;5-113190-Horrmund.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/113190/period/corrected-archive/data.csv
146070;Hoting;64.12;16.21;240;Nej;5-146070-Hoting.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/146070/period/corrected-archive/data.csv
146050;Hoting A;64.09;16.24;241.55;Ja;5-146050-Hoting_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/146050/period/corrected-archive/data.csv
62270;Hov;56.45;12.7;42.467;Ja;5-62270-Hov.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62270/period/corrected-archive/data.csv
117440;Hudiksvall;61.72;17.08;12;Ja;5-117440-Hudiksvall.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/117440/period/corrected-archive/data.csv
72500;Hulan;57.76;12.24;20;Nej;5-72500-Hulan.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72500/period/corrected-archive/data.csv
126330;Hullsjön;62.55;16.7;315;Nej;5-126330-Hullsjön.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/126330/period/corrected-archive/data.csv
75060;Hult;57.1;15.23;265;Nej;5-75060-Hult.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/75060/period/corrected-archive/data.csv
86410;Hult D;58.68;16.13;50.349;Ja;5-86410-Hult_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/86410/period/corrected-archive/data.csv
75410;Hultsfred;57.49;15.85;109;Nej;5-75410-Hultsfred.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/75410/period/corrected-archive/data.csv
125450;Hunge;62.75;15.09;342;Nej;5-125450-Hunge.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/125450/period/corrected-archive/data.csv
125440;Hunge A;62.75;15.08;343.238;Ja;5-125440-Hunge_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/125440/period/corrected-archive/data.csv
98290;Husarö;59.51;18.84;10;Nej;5-98290-Husarö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/98290/period/corrected-archive/data.csv
74480;Huskvarna;57.79;14.28;94.291;Ja;5-74480-Huskvarna.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/74480/period/corrected-archive/data.csv
88590;Huvudskär;58.96;18.57;5;Nej;5-88590-Huvudskär.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/88590/period/corrected-archive/data.csv
74260;Hylletofta;57.44;14.47;270;Nej;5-74260-Hylletofta.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/74260/period/corrected-archive/data.csv
64410;Hyltan;56.68;14.33;154;Ja;5-64410-Hyltan.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/64410/period/corrected-archive/data.csv
96200;Hyndevad;59.32;16.44;24.846;Ja;5-96200-Hyndevad.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/96200/period/corrected-archive/data.csv
97450;Hyvlinge;59.75;17.07;20;Nej;5-97450-Hyvlinge.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/97450/period/corrected-archive/data.csv
123020;Häggberget D;62.03;13.08;682;Ja;5-123020-Häggberget_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/123020/period/corrected-archive/data.csv
132310;Häggsjön;63.52;12.72;480;Nej;5-132310-Häggsjön.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/132310/period/corrected-archive/data.csv
72370;Häggårda;57.61;12.95;105;Ja;5-72370-Häggårda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72370/period/corrected-archive/data.csv
146600;Häggås;64.4;16.6;470;Nej;5-146600-Häggås.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/146600/period/corrected-archive/data.csv
127160;Häljum;62.26;17.34;25;Nej;5-127160-Häljum.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/127160/period/corrected-archive/data.csv
95260;Hälla;59.42;15.61;25;Nej;5-95260-Hälla.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/95260/period/corrected-archive/data.csv
96090;Hälleforsnäs D;59.16;16.51;76.152;Ja;5-96090-Hälleforsnäs_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/96090/period/corrected-archive/data.csv
149700;Hällnäs;64.31;19.63;245;Nej;5-149700-Hällnäs.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/149700/period/corrected-archive/data.csv
149710;Hällnäs Skogsskola;64.33;19.5;175;Nej;5-149710-Hällnäs_Skogsskola.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/149710/period/corrected-archive/data.csv
149160;Hällnäs-Lund;64.27;19.63;181;Nej;5-149160-Hällnäs-Lund.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/149160/period/corrected-archive/data.csv
105720;Hällsjön;60.03;15.15;235;Nej;5-105720-Hällsjön.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/105720/period/corrected-archive/data.csv
83190;Hällum A;58.32;13.04;70.071;Ja;5-83190-Hällum_A.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/83190/period/corrected-archive/data.csv
114520;Härjeåsjön;61.91;14.21;413;Ja;5-114520-Härjeåsjön.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/114520/period/corrected-archive/data.csv
64580;Härlöv;56.97;14.63;155;Nej;5-64580-Härlöv.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/64580/period/corrected-archive/data.csv
116070;Härnebo;61.13;16.75;90;Ja;5-116070-Härnebo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/116070/period/corrected-archive/data.csv
128370;Härnö;62.62;18.06;10;Nej;5-128370-Härnö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/128370/period/corrected-archive/data.csv
127380;Härnösand;62.64;17.92;17.655;Ja;5-127380-Härnösand.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/127380/period/corrected-archive/data.csv
72680;Härryda;57.69;12.3;91.107;Ja;5-72680-Härryda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72680/period/corrected-archive/data.csv
72650;Härsjönäs;57.75;12.35;100;Nej;5-72650-Härsjönäs.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/72650/period/corrected-archive/data.csv
81580;Härslätt;58.75;11.98;140;Nej;5-81580-Härslätt.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81580/period/corrected-archive/data.csv
85180;Härsnäs;58.29;15.23;126.803;Ja;5-85180-Härsnäs.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/85180/period/corrected-archive/data.csv
75380;Hässleby D;57.61;15.58;135.123;Ja;5-75380-Hässleby_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/75380/period/corrected-archive/data.csv
63080;Hässleholm;56.14;13.74;50;Nej;5-63080-Hässleholm.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/63080/period/corrected-archive/data.csv
63160;Hästveda Mo;56.28;13.94;102.5;Ja;5-63160-Hästveda_Mo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/63160/period/corrected-archive/data.csv
104140;Håen;60.18;14.44;380;Nej;5-104140-Håen.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/104140/period/corrected-archive/data.csv
144230;Håkafot D;64.39;14.39;310;Nej;5-144230-Håkafot_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/144230/period/corrected-archive/data.csv
64710;Hålabäck;56.12;14.62;10;Nej;5-64710-Hålabäck.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/64710/period/corrected-archive/data.csv
81630;Hållö;58.33;11.22;16;Nej;5-81630-Hållö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81630/period/corrected-archive/data.csv
91520;Hångstad;59.86;11.97;130;Nej;5-91520-Hångstad.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/91520/period/corrected-archive/data.csv
81570;Håvelund;58.95;11.44;98.691;Ja;5-81570-Håvelund.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81570/period/corrected-archive/data.csv
82500;Håvreström;58.82;12.41;55;Nej;5-82500-Håvreström.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/82500/period/corrected-archive/data.csv
62160;Höganäs;56.19;12.6;5;Nej;5-62160-Höganäs.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/62160/period/corrected-archive/data.csv
63730;Högaryd;56.72;13.17;175;Nej;5-63730-Högaryd.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/63730/period/corrected-archive/data.csv
106410;Högbo;60.69;16.82;80;Nej;5-106410-Högbo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/106410/period/corrected-archive/data.csv
93350;Högboda;59.58;13.02;91.559;Ja;5-93350-Högboda.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/93350/period/corrected-archive/data.csv
128560;Högbonden;62.87;18.48;75;Nej;5-128560-Högbonden.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/128560/period/corrected-archive/data.csv
138410;Högbränna;63.74;18.63;211;Nej;5-138410-Högbränna.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/138410/period/corrected-archive/data.csv
84040;Högemålen D;58.06;14.59;286.83;Ja;5-84040-Högemålen_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/84040/period/corrected-archive/data.csv
53730;Högestad;55.5;13.88;70;Nej;5-53730-Högestad.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/53730/period/corrected-archive/data.csv
92580;Högfors;59.98;12.82;200;Nej;5-92580-Högfors.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/92580/period/corrected-archive/data.csv
145340;Högland D;64.58;15.89;345.048;Nej;5-145340-Högland_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/145340/period/corrected-archive/data.csv
127390;Höglandsbodarna D;62.63;17.41;65;Nej;5-127390-Höglandsbodarna_D.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/127390/period/corrected-archive/data.csv
133050;Höglekardalen;63.08;13.75;594.865;Ja;5-133050-Höglekardalen.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/133050/period/corrected-archive/data.csv
107070;Högsbo;60.12;17.03;65;Ja;5-107070-Högsbo.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/107070/period/corrected-archive/data.csv
95020;Högsjö;59.03;15.69;69;Nej;5-95020-Högsjö.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/95020/period/corrected-archive/data.csv
106710;Högskogen;60.02;17.22;70;Nej;5-106710-Högskogen.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/106710/period/corrected-archive/data.csv
95290;Högsta;59.35;15.48;10;Nej;5-95290-Högsta.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/95290/period/corrected-archive/data.csv
83610;Högstena;58.23;13.72;211;Nej;5-83610-Högstena.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/83610/period/corrected-archive/data.csv
74740;Högstorp;57.85;14.48;255;Nej;5-74740-Högstorp.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/74740/period/corrected-archive/data.csv
126340;Högsvedjan;62.55;16.7;395;Nej;5-126340-Högsvedjan.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/126340/period/corrected-archive/data.csv
91660;Högsäter;59.88;11.97;135;Nej;5-91660-Högsäter.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/91660/period/corrected-archive/data.csv
162970;Högsön;65.88;22.4;8;Nej;5-162970-Högsön.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/162970/period/corrected-archive/data.csv
81530;Höksäter;58.88;11.88;140;Nej;5-81530-Höksäter.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/81530/period/corrected-archive/data.csv
53630;Hököpinge;55.5;13.02;17;Nej;5-53630-Hököpinge.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/53630/period/corrected-archive/data.csv
117370;Hölick;61.62;17.44;5;Nej;5-117370-Hölick.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/117370/period/corrected-archive/data.csv
102540;Höljes;60.91;12.58;230;Ja;5-102540-Höljes.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/5/station/102540/period/corrected-archive/data.csv
