Id;Name; Latitude ; Longitude ;Height_m;Active; TempMean ; TempMinStation ; TempMaxStation ; TempMeanLink ; TempMinLink ; TempMaxLink ;;
53200;Smygehuk; 55.34 ; 13.36 ;5;Nej; 2-53200-Smygehuk.csv ; 19-53200-Smygehuk.csv ; 20-Smygehuk-55.3376.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/53200/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/53200/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/53200/period/corrected-archive/data.csv;;
74300;Tomtabacken A; 57.50 ; 14.46 ;355.895;Ja; 2-74300-Tomtabacken_A.csv ; 19-74300-Tomtabacken_A.csv ; 20-Tomtabacken A-57.4981.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/74300/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/74300/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/74300/period/corrected-archive/data.csv;;
138240;Örnsköldsvik Airport; 63.41 ; 18.98 ;108;Yes; 2-138240-Örnsköldsvik_Airport.csv ; 19-138240-Örnsköldsvik_Airport.csv ; 20-Örnsköldsvik Airport-63.4119.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/138240/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/138240/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/138240/period/corrected-archive/data.csv;;
158850;Storberg; 65.51 ; 18.95 ;453;Nej; 2-158850-Storberg.csv ; 19-158850-Storberg.csv ; 20-Storberg-65.5085.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/158850/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/158850/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/158850/period/corrected-archive/data.csv;;
53530;Hörby A; 55.86 ; 13.67 ;113;Ja; 2-53530-Hörby_A.csv ; 19-53530-Hörby_A.csv ; 20-Hörby A-55.8624.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/53530/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/53530/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/53530/period/corrected-archive/data.csv;;
53180;Rynge V; 55.47 ; 13.67 ;48;Nej; 2-53180-Rynge_V.csv ; 19-53180-Rynge_V.csv ; 20-Rynge V-55.4741.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/53180/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/53180/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/53180/period/corrected-archive/data.csv;;
97400;Stockholm-Arlanda; 59.63 ; 17.95 ;42;Ja; 2-97400-Stockholm-Arlanda.csv ; 19-97400-Stockholm-Arlanda.csv ; 20-Stockholm-Arlanda-59.6269.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/97400/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/97400/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/97400/period/corrected-archive/data.csv;;
167990;Kvikkjokk-Årrenjarka A; 66.89 ; 18.02 ;314.692;Ja; 2-167990-Kvikkjokk-Årrenjarka_A.csv ; 19-167990-Kvikkjokk-Årrenjarka_A.csv ; 20-Kvikkjokk-Årrenjarka A-66.8874.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/167990/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/167990/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/167990/period/corrected-archive/data.csv;;
95320;Fellingsbro-Finnåker; 59.53 ; 15.59 ;51;Nej; 2-95320-Fellingsbro-Finnåker.csv ; 19-95320-Fellingsbro-Finnåker.csv ; 20-Fellingsbro-Finnåker-59.5345.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/95320/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/95320/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/95320/period/corrected-archive/data.csv;;
103090;Gustavsfors; 60.15 ; 13.80 ;190;Ja; 2-103090-Gustavsfors.csv ; 19-103090-Gustavsfors.csv ; 20-Gustavsfors-60.1514.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/103090/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/103090/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/103090/period/corrected-archive/data.csv;;
133030;Bydalen V; 63.04 ; 13.89 ;1000;Nej; 2-133030-Bydalen_V.csv ; 19-133030-Bydalen_V.csv ; 20-Bydalen V-63.044.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/133030/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/133030/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/133030/period/corrected-archive/data.csv;;
102190;Östmark-Lämbacken;60,306; 12.70 ;160;No; 2-102190-Östmark-Lämbacken.csv ; 19-102190-Östmark-Lämbacken.csv ; 20-Östmark-Lämbacken-60306.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/102190/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/102190/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/102190/period/corrected-archive/data.csv;;
89560;Huvudskär Ost A; 58.93 ; 19.18 ;4;Nej; 2-89560-Huvudskär_Ost_A.csv ; 19-89560-Huvudskär_Ost_A.csv ; 20-Huvudskär Ost A-58.9334.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/89560/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/89560/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/89560/period/corrected-archive/data.csv;;
113070;Sälen-Högfjället V; 61.16 ; 13.11 ;751;Nej; 2-113070-Sälen-Högfjället_V.csv ; 19-113070-Sälen-Högfjället_V.csv ; 20-Sälen-Högfjället V-61.1583.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/113070/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/113070/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/113070/period/corrected-archive/data.csv;;
128510;Nordvik; 62.85 ; 18.02 ;20;Nej; 2-128510-Nordvik.csv ; 19-128510-Nordvik.csv ; 20-Nordvik-62.8485.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/128510/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/128510/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/128510/period/corrected-archive/data.csv;;
53250;Jordberga; 55.41 ; 13.40 ;40;Nej; 2-53250-Jordberga.csv ; 19-53250-Jordberga.csv ; 20-Jordberga-55.4114.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/53250/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/53250/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/53250/period/corrected-archive/data.csv;;
142030;Björkede; 64.04 ; 12.94 ;451;Nej; 2-142030-Björkede.csv ; 19-142030-Björkede.csv ; 20-Björkede-64.0432.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/142030/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/142030/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/142030/period/corrected-archive/data.csv;;
139200;Kasa D; 63.33 ; 19.05 ;30;Nej; 2-139200-Kasa_D.csv ; 19-139200-Kasa_D.csv ; 20-Kasa D-63.3266.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/139200/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/139200/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/139200/period/corrected-archive/data.csv;;
74390;Nässjö; 57.64 ; 14.69 ;305;Nej; 2-74390-Nässjö.csv ; 19-74390-Nässjö.csv ; 20-Nässjö-57.6431.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/74390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/74390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/74390/period/corrected-archive/data.csv;;
94390;Daglösen A; 59.66 ; 14.18 ;133.077;Ja; 2-94390-Daglösen_A.csv ; 19-94390-Daglösen_A.csv ; 20-Daglösen A-59.6612.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/94390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/94390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/94390/period/corrected-archive/data.csv;;
74470;Jönköping; 57.77 ; 14.18 ;98;Nej; 2-74470-Jönköping.csv ; 19-74470-Jönköping.csv ; 20-Jönköping-57.7666.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/74470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/74470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/74470/period/corrected-archive/data.csv;;
77170;Mossen; 57.28 ; 17.00 ;10;Nej; 2-77170-Mossen.csv ; 19-77170-Mossen.csv ; 20-Mossen-57.2833.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/77170/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/77170/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/77170/period/corrected-archive/data.csv;;
146050;Hoting A; 64.09 ; 16.24 ;241.55;Ja; 2-146050-Hoting_A.csv ; 19-146050-Hoting_A.csv ; 20-Hoting A-64.0875.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/146050/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/146050/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/146050/period/corrected-archive/data.csv;;
63340;Genevad; 56.57 ; 13.03 ;20;Nej; 2-63340-Genevad.csv ; 19-63340-Genevad.csv ; 20-Genevad-56.5684.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/63340/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/63340/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/63340/period/corrected-archive/data.csv;;
106680;Gästrike-Hammarby 2; 60.55 ; 16.58 ;70;Nej; 2-106680-Gästrike-Hammarby_2.csv ; 19-106680-Gästrike-Hammarby_2.csv ; 20-Gästrike-Hammarby 2-60.5502.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/106680/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/106680/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/106680/period/corrected-archive/data.csv;;
76000;Sandbäckshult; 56.98 ; 16.28 ;37;Nej; 2-76000-Sandbäckshult.csv ; 19-76000-Sandbäckshult.csv ; 20-Sandbäckshult-56.9835.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/76000/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/76000/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/76000/period/corrected-archive/data.csv;;
75160;Ryningsnäs; 57.27 ; 15.93 ;90;Nej; 2-75160-Ryningsnäs.csv ; 19-75160-Ryningsnäs.csv ; 20-Ryningsnäs-57.2666.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/75160/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/75160/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/75160/period/corrected-archive/data.csv;;
63470;Exens flygplats; 56.68 ; 13.78 ;127;Nej; 2-63470-Exens_flygplats.csv ; 19-63470-Exens_flygplats.csv ; 20-Exens flygplats-56.6778.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/63470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/63470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/63470/period/corrected-archive/data.csv;;
54390;Sankt Olof; 55.64 ; 14.13 ;130;Nej; 2-54390-Sankt_Olof.csv ; 19-54390-Sankt_Olof.csv ; 20-Sankt Olof-55.6402.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/54390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/54390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/54390/period/corrected-archive/data.csv;;
86650;Kolmårdssanatoriet; 58.67 ; 16.33 ;90;Nej; 2-86650-Kolmårdssanatoriet.csv ; 19-86650-Kolmårdssanatoriet.csv ; 20-Kolmårdssanatoriet-58.6664.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/86650/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/86650/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/86650/period/corrected-archive/data.csv;;
85240;Malmslätt; 58.40 ; 15.52 ;94;Ja; 2-85240-Malmslätt.csv ; 19-85240-Malmslätt.csv ; 20-Malmslätt-58.398.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/85240/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/85240/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/85240/period/corrected-archive/data.csv;;
155960;Hemavan-Gierevarto A; 65.78 ; 15.06 ;793.504;Ja; 2-155960-Hemavan-Gierevarto_A.csv ; 19-155960-Hemavan-Gierevarto_A.csv ; 20-Hemavan-Gierevarto A-65.7813.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/155960/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/155960/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/155960/period/corrected-archive/data.csv;;
157930;Vindel-Storsjö; 65.77 ; 17.05 ;345;Nej; 2-157930-Vindel-Storsjö.csv ; 19-157930-Vindel-Storsjö.csv ; 20-Vindel-Storsjö-65.7666.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/157930/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/157930/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/157930/period/corrected-archive/data.csv;;
78390;Visby; 57.64 ; 18.29 ;28;Nej; 2-78390-Visby.csv ; 19-78390-Visby.csv ; 20-Visby-57.636.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/78390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/78390/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/78390/period/corrected-archive/data.csv;;
168910;Karats; 66.69 ; 18.81 ;414;Nej; 2-168910-Karats.csv ; 19-168910-Karats.csv ; 20-Karats-66.6932.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/168910/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/168910/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/168910/period/corrected-archive/data.csv;;
188790;Abisko Aut; 68.35 ; 18.82 ;392,303;Yes; 2-188790-Abisko_Aut.csv ; 19-188790-Abisko_Aut.csv ; 20-Abisko Aut-68.3538.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/188790/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/188790/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/188790/period/corrected-archive/data.csv;;
73190;Våthultström; 57.32 ; 13.43 ;163;Nej; 2-73190-Våthultström.csv ; 19-73190-Våthultström.csv ; 20-Våthultström-57.3166.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/73190/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/73190/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/73190/period/corrected-archive/data.csv;;
84050;Visingsö A; 58.09 ; 14.41 ;93.582;Ja; 2-84050-Visingsö_A.csv ; 19-84050-Visingsö_A.csv ; 20-Visingsö A-58.0948.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/84050/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/84050/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/84050/period/corrected-archive/data.csv;;
105070;Skeppsmora V; 60.12 ; 15.12 ;246;Nej; 2-105070-Skeppsmora_V.csv ; 19-105070-Skeppsmora_V.csv ; 20-Skeppsmora V-60.123.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/105070/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/105070/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/105070/period/corrected-archive/data.csv;;
156790;Dikanäs Skansnäs; 65.32 ; 16.04 ;525;Nej; 2-156790-Dikanäs_Skansnäs.csv ; 19-156790-Dikanäs_Skansnäs.csv ; 20-Dikanäs Skansnäs-65.3235.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/156790/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/156790/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/156790/period/corrected-archive/data.csv;;
106500;Vintjärn; 60.83 ; 16.06 ;348;Nej; 2-106500-Vintjärn.csv ; 19-106500-Vintjärn.csv ; 20-Vintjärn-60.8321.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/106500/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/106500/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/106500/period/corrected-archive/data.csv;;
160740;Fällfors; 65.13 ; 20.79 ;195;Nej; 2-160740-Fällfors.csv ; 19-160740-Fällfors.csv ; 20-Fällfors-65.1317.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/160740/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/160740/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/160740/period/corrected-archive/data.csv;;
76530;Ogestad; 57.87 ; 16.17 ;81;Nej; 2-76530-Ogestad.csv ; 19-76530-Ogestad.csv ; 20-Ogestad-57.8748.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/76530/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/76530/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/76530/period/corrected-archive/data.csv;;
78360;Stenstugu Försöksgård; 57.60 ; 18.45 ;45;Nej; 2-78360-Stenstugu_Försöksgård.csv ; 19-78360-Stenstugu_Försöksgård.csv ; 20-Stenstugu Försöksgård-57.5979.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/78360/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/78360/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/78360/period/corrected-archive/data.csv;;
78310;Roma; 57.51 ; 18.45 ;32;Nej; 2-78310-Roma.csv ; 19-78310-Roma.csv ; 20-Roma-57.5069.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/78310/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/78310/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/78310/period/corrected-archive/data.csv;;
151290;Bjuröklubb; 64.48 ; 21.58 ;36;No; 2-151290-Bjuröklubb.csv ; 19-151290-Bjuröklubb.csv ; 20-Bjuröklubb-64.4806.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/151290/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/151290/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/151290/period/corrected-archive/data.csv;;
151280;Bjuröklubb A; 64.48 ; 21.58 ;35.41;Yes; 2-151280-Bjuröklubb_A.csv ; 19-151280-Bjuröklubb_A.csv ; 20-Bjuröklubb A-64.4799.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/151280/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/151280/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/151280/period/corrected-archive/data.csv;;
71470;Säve; 57.78 ; 11.88 ;20;Nej; 2-71470-Säve.csv ; 19-71470-Säve.csv ; 20-Säve-57.7786.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/71470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/71470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/71470/period/corrected-archive/data.csv;;
126460;Ljungå; 62.76 ; 16.31 ;220;Nej; 2-126460-Ljungå.csv ; 19-126460-Ljungå.csv ; 20-Ljungå-62.7594.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/126460/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/126460/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/126460/period/corrected-archive/data.csv;;
87520;Increase; 59.08 ; 16.32 ;35;No; 2-87520-Increase.csv ; 19-87520-Increase.csv ; 20-Increase-59.0833.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/87520/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/87520/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/87520/period/corrected-archive/data.csv;;
106100;Folkärna; 60.17 ; 16.31 ;68;Nej; 2-106100-Folkärna.csv ; 19-106100-Folkärna.csv ; 20-Folkärna-60.169.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/106100/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/106100/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/106100/period/corrected-archive/data.csv;;
66320;Mörbylånga; 56.52 ; 16.39 ;2;Ja; 2-66320-Mörbylånga.csv ; 19-66320-Mörbylånga.csv ; 20-Mörbylånga-56.5192.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/66320/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/66320/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/66320/period/corrected-archive/data.csv;;
76160;Oskarshamn; 57.27 ; 16.41 ;12.072;Ja; 2-76160-Oskarshamn.csv ; 19-76160-Oskarshamn.csv ; 20-Oskarshamn-57.267.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/76160/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/76160/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/76160/period/corrected-archive/data.csv;;
64630;Sjöaryd; 56.52 ; 14.75 ;150;Nej; 2-64630-Sjöaryd.csv ; 19-64630-Sjöaryd.csv ; 20-Sjöaryd-56.5166.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/64630/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/64630/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/64630/period/corrected-archive/data.csv;;
63610;Kolleberga; 56.07 ; 13.27 ;50;Nej; 2-63610-Kolleberga.csv ; 19-63610-Kolleberga.csv ; 20-Kolleberga-56.0666.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/63610/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/63610/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/63610/period/corrected-archive/data.csv;;
53540;Stehag; 55.90 ; 13.40 ;60;Nej; 2-53540-Stehag.csv ; 19-53540-Stehag.csv ; 20-Stehag-55.9033.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/53540/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/53540/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/53540/period/corrected-archive/data.csv;;
73470;Ulricehamn; 57.81 ; 13.41 ;175;Ja; 2-73470-Ulricehamn.csv ; 19-73470-Ulricehamn.csv ; 20-Ulricehamn-57.8052.csv ;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/2/station/73470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/19/station/73470/period/corrected-archive/data.csv;https://opendata-download-metobs.smhi.se/api/version/1.0/parameter/20/station/73470/period/corrected-archive/data.csv;;
